Will train the discriminator...
Alpha: 5e-07
Beta: 0.02
Momentum: 0.9
Epochs: 69
Every: 10
Batch: 1
Inputs: assets/res/Arles
	assets/res/Paris
Starting Epoch: 532
Epoch 532, gen loss = 0.693138062953949, dis loss = 1.006424903869629, 0:01:34.26
Epoch 552, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:21.73
Epoch 553, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.67
Epoch 554, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:20.32
Epoch 555, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.85
Epoch 556, gen loss = 0.6931458711624146, dis loss = 1.0064088106155396, 0:01:23.15
Epoch 557, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.41
Epoch 558, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:20.94
Epoch 559, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.79
Epoch 560, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:22.81
Epoch 561, gen loss = 0.6931458115577698, dis loss = 1.006408929824829, 0:01:20.92
Epoch 562, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.50
Epoch 563, gen loss = 0.6931458711624146, dis loss = 1.0064088106155396, 0:01:20.65
Epoch 564, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:22.66
Epoch 565, gen loss = 0.6931458711624146, dis loss = 1.0064088106155396, 0:01:20.96
Epoch 566, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.06
Epoch 567, gen loss = 0.6931456923484802, dis loss = 1.006408929824829, 0:01:20.11
Epoch 568, gen loss = 0.6931453943252563, dis loss = 1.0064094066619873, 0:01:20.62
Epoch 569, gen loss = 0.6931458711624146, dis loss = 1.006408929824829, 0:01:21.01
Epoch 570, gen loss = 0.6931458115577698, dis loss = 1.0064088106155396, 0:01:19.32
Epoch 571, gen loss = 0.693145751953125, dis loss = 1.0064094066619873, 0:01:22.04
Epoch 572, gen loss = 0.6931397914886475, dis loss = 1.0064154863357544, 0:01:21.07
Epoch 573, gen loss = 0.6931458115577698, dis loss = 1.0064094066619873, 0:01:21.04
Epoch 574, gen loss = 0.693145751953125, dis loss = 1.0064092874526978, 0:01:20.07
Epoch 575, gen loss = 0.6931455135345459, dis loss = 1.0064094066619873, 0:01:22.58
Epoch 576, gen loss = 0.6931456327438354, dis loss = 1.0064094066619873, 0:01:20.64
Epoch 577, gen loss = 0.6931431889533997, dis loss = 1.0064120292663574, 0:01:20.85
Epoch 578, gen loss = 0.6931458115577698, dis loss = 1.006410002708435, 0:01:19.63
Epoch 579, gen loss = 0.6931451559066772, dis loss = 1.0064102411270142, 0:01:22.19
Epoch 580, gen loss = 0.6931453347206116, dis loss = 1.006410002708435, 0:01:21.55
Epoch 581, gen loss = 0.6931453347206116, dis loss = 1.006410002708435, 0:01:19.65
Epoch 582, gen loss = 0.6931449174880981, dis loss = 1.0064104795455933, 0:01:19.33
Epoch 583, gen loss = 0.6931458115577698, dis loss = 1.0064091682434082, 0:01:20.56
Epoch 584, gen loss = 0.6931456327438354, dis loss = 1.0064094066619873, 0:01:20.08
Epoch 585, gen loss = 0.6931453943252563, dis loss = 1.0064098834991455, 0:01:18.64
Epoch 586, gen loss = 0.6931458115577698, dis loss = 1.0064092874526978, 0:01:18.95
Epoch 587, gen loss = 0.6931453347206116, dis loss = 1.006410002708435, 0:01:23.31
Epoch 588, gen loss = 0.693145751953125, dis loss = 1.0064092874526978, 0:01:20.34
Epoch 589, gen loss = 0.6931458115577698, dis loss = 1.0064091682434082, 0:01:19.41
Epoch 590, gen loss = 0.6931458115577698, dis loss = 1.0064091682434082, 0:01:19.10
Epoch 591, gen loss = 0.6931459903717041, dis loss = 1.006408929824829, 0:01:23.32
Epoch 592, gen loss = 0.6931458115577698, dis loss = 1.006408929824829, 0:01:20.82
Epoch 593, gen loss = 0.6931455135345459, dis loss = 1.0064095258712769, 0:01:18.49
Epoch 594, gen loss = 0.6931459903717041, dis loss = 1.006408929824829, 0:01:19.01
Epoch 595, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:22.00
Epoch 596, gen loss = 0.6931458711624146, dis loss = 1.006408929824829, 0:01:20.71
Epoch 597, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:18.82
Epoch 598, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:19.01
Epoch 599, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:20.59
Epoch 600, gen loss = 0.6931459903717041, dis loss = 1.0064088106155396, 0:01:20.34
